title,category
"행정수도특별법 또다시 뒷순위, 세종시민 기대에 '찬물'",Social
"""결혼식에 2천만 원 사용""…줄어들던 결혼 비용 다시 올랐다",Social
유명 번역가 황석희 성범죄 전과 의혹 제기에 “변호사와 검토 진행 중” 법적 대응 예고,Social
"의정부 도심 하천에 때이른 녹조…""이상 고온 원인 추정""",Social
"종합특검, 비상계엄 당시 '선관위 체포조' 의혹 본격 수사",Social
"종합특검 ""'김건희 수사무마' 당시 검찰 수사팀 조사""",Social
싼 식당 정보 공유 ‘거지맵’ 눈길…지갑 얇은 청년들 몰려,Social
"경찰, '이진숙 모욕 혐의' 최민희 불송치",Social
"'쯔양, 먹방 하고 온 날 토한 흔적 목격'…유튜버 주작감별사에 허위제보한 대학 동창 벌금 700만원 약식명령",Social
"""재개발 아파트 투자해""…분양권 미끼로 16억 사기 50대",Social
"진성준 ""부동산 보유세 인상, 7월 세제 개편 포함 가능성 상당""",Social
"""위기의 대구·경북, 정치·경제 혁신으로 신경제권 창조할 때다""",Social
"전국 최초 '1도 1국립대'…""세계가 주목하는 대학으로""",Social
"""최저임금 노동자 10명 중 9명, '생활비 부족'·'월 250만 원'은 받아야""",Social
"'전처와 통화' 분개, 죽도 휘둘러 친구 집 부순 50대 '징역형'",Social
민주 부산시장 경선 일정 확정…전재수·이재성 2파전,Social
[속보] 39.8도 고열에도 출근… 결국 사망한 20대 유치원교사,Social
국민의힘 창원·의령 공천 경쟁 진흙탕 싸움,Social
기름값 저렴한 주유소서 줄 서있다 끼어든 차량에 화가 나 흉기 꺼내 위협한 30대 구속영장,Social
"""쯔양 '먹토' 봤다"" 허위 제보한 대학 동창…벌금 700만 원",Social
[이슈플러스]제네릭 쏟아져도 가격 그대로…“경쟁 없는 시스템 바꿔야”,Social
[이슈플러스]약가 인하에 중소·중견제약사 R&D·고용 우려 확산,Social
"탈 많은 울진 스카이레일 또 멈췄다…""정기 안전검사 통과 못해""",Social
"“우울증 힘들어 술 먹다가…” 감형 노린 살인미수범, 항소 기각",Social
"1원 단위 택시비 정산, 할인 공구... 치솟는 물가에 '체리슈머'된 대학생들",Social
“예식장 진작 잡을걸”…결혼비용 다시 상승세 전환,Social
'춘천·강릉·삼척·원주 멀티캠퍼스 구축' 강원대 통합 비전 선포,Social
"경찰, '이진숙 모욕 혐의' 최민희 무혐의 불송치",Social
"""코스식 식대 1인 약 12만원""…결혼식 비용 다시 뛰었다",Social
차량 급정거 시비 붙자…쇠파이프 들어 머리 공격한 60대,Social
“건물 내 방화범 있다” 한양여대 화재 100여명 대피…용의자 조사중,Social
"아동권리보장원, '물량' 발언에 ""사과…조직 쇄신할 것""",Social
"오세훈 ""민주당만 아니라면 어떤 정파·인물이건 통합정치 필요""",Social
종량제 봉투 대란에…기후장관 “최악 땐 일반봉투 배출 허용”,Social
'무료' 국립중앙박물관 끝…19년 만에 유료화,Social
"전북도, 방산 첨단복합소재 밸류체인 구축…16개 기관 뭉쳐",Social
"종합특검 ""노상원 '수사2단' 범죄단체조직죄 입건 예정""(종합)",Social
"화성시, 내달 개인택시 63대 신규 면허 발급 신청 접수",Social
여성 혼자 사는 집에 들이닥친 4인조 강도…이웃이 살렸다,Social
팹리스 기업 대구로 집결…실증부터 상용화까지 반도체 생태계 구축,Social
대한항공 부산테크센터에 2000억 투자…무인기 신규공장 추진,Social
20대 여성 틱토커 살해 후 유기한 50대 1심 '징역 40년' 불복…쌍방 항소,Social
25t 트럭 맥주병 와르르…유리 파편 흩어져 도로 마비,Social
“흙 만지고 꽃 심고”…도심 속 숲에서 자라는 아이들,Social
"경찰, 국힘 조정훈 '공천 헌금 의혹' 내사… 마포갑 구의원 소환 조사",Social
퇴계선생 마지막 귀향길 재현행사 개막,Social
"가로등 박은 30대, 차에선 '주사기 145개'…프로포폴 준 동물병원 원장 구속",Social
고유가 속 주유소 새치기 시비에 흉기 위협까지,Social
"김부겸 등판, 보수텃밭 대구출렁…""국힘버려야 보수산다""",Social
"'이태원 막말' 김미나 의원, 李대통령 명예훼손 혐의로 재판행",Social
"송영기 경남교육감 예비후보, 시민연대 진보교육감 단일후보 확정",Social
"“아파서 눈물”…39도 고열에도 출근, 유치원 교사 끝내 사망",Social
이철우·김재원 '지역 유력인사 지지선언 받기' 경쟁 치열,Social
"""188억 분담했는데 단독등기""…마포구, 은평구 상대 소유권 소송(종합)",Social
"불 껐는데 또 불났다…""100명 긴급대피"" 한양여대 발칵",Social
"'대기업男'과 결혼하고 싶어서…""임신했어"" 거짓말에 3억 빚도 숨긴 여성",Social
"은평구, 마포구의 소송 제기에 ""유감…강경 대응할 것""",Social
김부겸 출마에 요동치는 대구 민심… '미워도 다시 한번' 불문율 깨지나,Social
불광사 분쟁을 넘어 한국 불교 '승가 우월주의'를 묻다,Social
HMM 본사 부산 이전안 이사회 통과…노조 '주총 저지' 전면전,Social
"""신도회장이 아니라 법회장... 불광사 문제는 구조의 충돌""",Social
반년 넘게 이어지는 김병기 수사···‘결정타 부족’ 때문이지만 ‘봐주기 수사’ 비판도 계속,Social
한양여대서 3시간 간격 방화 추정 화재···용의자 학교 관계자에 붙잡혀,Social
[속보]“종량제 봉투 부족시에는 ‘일반 봉투’에 배출 허용” 기후부 장관 曰,Social
"""독감 걸려 죄송합니다""…사망한 사립유치원 교사의 카톡",Social
"민주 충북지사 경선, 너도나도 “송기섭은 우리 편”…‘덕담도 못 하나’",Social
"직원 숨졌는데 ""유족이고 XX""…""너무 위험"" 묵살한 정체 [취재파일]",Social
대전교육감 선거 ‘진보 단일후보’에 성광진 선출,Social
경찰 아내가 분양권 사기로 16억 꿀꺽…항소심도 징역 5년 선고,Social
"""쯔양, 먹고 토했다"" 허위 제보한 대학 동창에 벌금형",Social
"""버스 잘못 타 짜증""…오리역 '묻지마 칼부림' 30대, 검찰 송치",Social
“이게 리조트지 감옥이냐” 조감도 논란에…법무부 “채택 안돼” [팩트체크],Social
"간병인들이 환자 때리고 입에 테이프 붙이는 등 학대…'관리 소홀' 요양병원장, 벌금형",Social
[단독] 홍대 인근 인형뽑기 가게서 1천6백만 원 훔친 10대 일당 검거,Social
"'컷오프' 민주 여수시의원 후보들, 전남도당에 재검토 촉구",Social
"종합특검 ""'김건희 수사 무마' 수사팀 조사…추가 특검보 추천""",Social
"김미나 창원시의원, 또 법정 선다…李대통령·김현지 겨냥 막말 논란",Social
남해 시금치 ‘보물초’ 가격 폭락… 농민 ‘한숨’,Social
"서울시 ""與 거짓선동 도 넘어…민간 유람선 사고를 한강버스 사고로 둔갑""",Social
"쯔양 ‘먹토’ 허위 제보 대학동창, ‘벌금 7백만 원’",Social
"[6·3대전] 허태정·장철민·장종태 ""이장우 상대 적임자"" 강조",Social
"한양여대 화재로 100명 대피…경찰, 방화 용의자 붙잡아 조사",Social
"술 취해 지인에게 흉기 휘두른 60대, 2심도 징역 6년",Social
"대북 송금 이슈 삼킨 '박상용 녹취록'…박 검사, 인스타까지 개설하며 '맞불'",Social
“봉투값 안 오른다” 김성환 장관... 품귀 시 ‘일반 봉투 사용’ 한시 허용,Social
국내 최초 '1도 1국립대학' 출범...강원대 통합 비전 선포식 개최,Social
"""제 차량 바퀴·휠이 통째로 사라졌어요""...경찰, 절도 용의자 2명 추적",Social
한양여대 두 차례 불로 100명 대피… 20대 여성 현행범 체포,Social
"황석희 번역가, 성폭력 전과 의혹 확산에… “변호사와 관련 사안 검토 중”",Social
[단독] 강남 압구정 골목서 80대 운전자 차량 돌진…4명 부상,Social
제조 심장 구미의 부활…전자산업 넘어 'K방산 수도' 대변신,Social
"특검, '김건희 무혐의' 수사팀 조사…'선관위 장악' 범죄단체조직죄 입건",Social
"""너무 아파 눈물, 미치겠어""…부천 유치원교사 사망 전 메시지",Social
수능 절대평가 논의 시작되나…4월부터 '대입개편 협의체' 가동,Social
"[자막뉴스] 190cm 헤비급에도 ""XX 왜 찍어""…중2 담배 '길빵' 계도했다 '봉변'",Social
'이진숙 모욕 혐의' 최민희 의원 무혐의 불송치,Social
강원도 신청사 착공식… 정치적 공방은 여전,Social
차량 2대 들이받고 뺑소니…20대 불법체류 베트남인 구속,Social
"기후부 장관 “쓰레기 봉투, 최악의 상황 땐 일반 봉투 허용”",Social
"구미, 반도체 소재·부품 전략기지로…남부권 혁신벨트 핵심축 도약",Social
울산 도시철도 시대를 열어갈 1호선 트램 사업 본궤도,Social
"이정현, 전남·광주 통합특별시장 출마 시사…국힘 ""삼고초려로 모셔야""",Social
“교수 2명에게 가스라이팅”…유서 남긴 전남대 대학원생 산재 인정됐다,Social
"중학생 훈계했더니 돌아온 건 '욕설 세례'…""대체 무슨 일""",Social
"""대기업 남편, 다른 여자한테 갈까 봐""...'임신' 속여 결혼한 아내, 3억 빚까지 [이런 法]",Social
컷오프 반발·당원 명부 유출…민주당 여수을 논란 '일파만파',Social
“경제 상황이 어려워서”…동물병원서 프로포폴 빼돌려 판매한 병원장 구속,Social
심신미약 불인정 판례 될까…술 먹고 흉기 휘두른 60대 판결 보니,Social
[단독] 리딩방·보복대행 범죄 한통속?…배민은 ‘10만원’ 보상 제안,Social
"""주말 이틀 1만5000명 몰렸다""…대전 오월드 야간개장 흥행",Social
사회복지사 열에 넷 “이직 의향”…저임금·업무 과중 탓,Social
"“무려 247채 굴리며 탈세?”…국세청, 악질 임대업자 세무조사",Social
"서울 한양여대서 2차례 화재 발생⋯경찰, 20대 여성 용의자 신병 확보",Social
"종합특검 ""계엄군 부정선거 수사, 범죄단체조직죄로 입건""",Social
"대구시, 취득세 전면 감면…파격 세제지원 시행",Social
"""세계가 주목하는 대학으로 도약""…강원대 통합 비전 선포",Social
"프로포폴 취한 운전자 붙잡아 '어디서 구했어?' 추궁하니‥""동물병원""",Social
‘공금 9억 횡령’ 부산시의사회 경리직원 징역 4년,Social
"이원택 “프로야구 열기, 전북도민도 누리게”…11구단·돔구장으로 ‘지역 소비 묶는다’",Social
"경찰, ‘마약왕’ 박왕열 고강도 조사… 마약 유통 경로에 집중",Social
"""술 취했다고 감형 안 돼""…살인미수 60대 실형",Social
고부에서 첫 횃불을 들다,Social
‘약물운전’ 30대 차 안엔 프로포폴 16병…동물병원장이 빼돌렸다,Social
"'한국 영주권자'로 18년 산 중국인, 4명에 장기 선사하고 하늘로…",Social
"한강 산책하는데...""눈치껏 비켜"" 20명 러닝 크루 길 막고 우르르",Social
이러니 결혼 하겠어?…“서울 강남 3466만원 가장 비싸” 결혼 비용 다시 ‘껑충’,Social
"김미나 창원시의원, 李 대통령 명예훼손 혐의 기소",Social
누명 쓴 부녀 '청산가리 막걸리 사건' 재수사 속도내나,Social
"GM, 철수설 접고 韓 8800억 투자…유정복 인천시장 '감사서한' 발송",Social
민주당 충북지사 후보들 결선 앞두고 '낙천자 끌어안기',Social
"논산딸기축제 역대급 흥행…""딸기엑스포 성공 보인다""",Social
"결혼식 비용, 대관료·식대 인상에 평균 2139만원",Social
"서울 맞아? “순댓국 3500원, 김치찌개 3000원”…돈 아껴주는 ‘거지맵’ 뭐길래",Social
李 대통령·김현지 실장 겨냥 막말한 김미나 창원시의원 불구속 기소,Social
"'재개발 투자 미끼' 16억 가로챈 경찰관 아내, 2심도 징역 5년",Social
"울주군·영남알프스케이블카, 케이블카 '제동'에 행정심판 청구",Social
"서울시 ""민주당, 민간유람선 사고 '한강버스'로 거짓선동…법적 대응 검토""",Social
"카페서 칭얼댄다고 1살 딸 '퍽퍽'…40대 친모 ""훈육 차원"" 주장",Social
"“밥 한 끼 해요”가 부담되는 시대, 전주 골목 ‘3000원 김치찌개’가 선사하는 ‘환대’",Social
기름값 2000원에 쓰레기봉투 사재기까지…곳곳 '한숨',Social
"임실군, KBS 전국노래자랑 녹화…""3천명 몰리며 흥행""",Social
공금 9억원 넘게 횡령한 부산시의사회 경리 징역형,Social
"YTN '저널리즘 책무위' 가동… 노조 ""유진 강점기 합리화 명분""",Social
"""대구시장 선거 시당 중심돼야"" 이인선, 장동혁 대표에 요청",Social
"서울시 “與, 민간유람선 사고 ‘한강버스’로 둔갑…정정·사과 없을시 법적 대응”",Social
"“술 먹고 그랬다” 주취 감경 노린 60대 살인미수범, 법원의 판단은?",Social
"에어차이나, 베이징-평양 직항노선 6년만에 재개",Social
"""쓰레기 봉투 부족 심각해지면 일반 봉투 허용""",Social
"“쯔양 먹고 토하는 것 봤다” 허위 제보 대학 동창, 벌금 700만원",Social
"서울반도체고, 내년 3월 마이스터고로 개교… 반도체 인재 키운다",Social
성폭력 논란 ‘성동문화원장’ 인사에 정원오 ‘불똥’···서울시 “책임전가 하지마라”,Social
"""쯔양 먹토 목격""…거짓 제보한 대학 동창, 벌금 700만원 약식명령",Social
종합특검 '김건희 수사 무마' 정조준…'계엄 비선 조직' 입건 예고,Social
"“이재명·김현지, 자식 나눈 사이?” 김미나 결국 법정에",Social
"""간병인 환자 학대엔 요양병원장도 책임""…'관리 소홀' 벌금형",Social
차량 급정거 항의 60대 시비 끝 쇠파이프 휘둘러 현행범 체포,Social
43년 평생 일터에서 숨진 '손녀딸 바보 할아버지',Social
"[단독] 기름때에 불 붙었는데 ""물 뿌려라""…대전 공장 3년 전 화재 '황당 권고'",Social
뺑소니 집유 기간인데 또…대낮 음주 사고 70대 법정구속,Social
한반도 땅덩어리 넓어졌다…지난해 축구장 175개만큼 매립,Social
"""4000원에 밥 해결"" 점심시간 '거지맵'부터 켠다...비싼 외식비에 인기",Social
"경기도교육청, 10년 만에 고입에 중 1학년 성적 반영키로",Social
"부산글로벌법 법사위 불상정…박형준 ""시민열망에 찬물""",Social
종합특검 “‘김건희 사건무마’ 수사팀 조사…추가 특검보 추천”,Social
"""풍성흑발·꼿꼿허리”…‘94세’ 이길여 회장 '동안 외모' 근황",Social
"""내 전처와 왜 통화해""…죽도로 집 때려 부순 50대, 친구 용서로 실형 모면",Social
"‘교수 갑질’ 산재 인정됐다···대학원생, 휴일·심야 업무에 심부름 시달리다 목숨 끊어",Social
"익산시 ""종량제봉투 가격 인상 없다""…1인당 5매 구매 제한",Social
연말정산 지나니 건보료 정산…4월 내 월급은 어떻게?,Social
"2천 원 앞둔 휘발윳값…""차 몰기 겁나요""",Social
"경찰, '조정훈 국힘 의원 공천헌금 의혹' 수사…측근 줄소환",Social
"[현장] ""응급실 가는 길 맞나"" 조선대병원 현황도로 관리 미흡",Social
"수영, 이제 집 근처에서…영등포구, 수영장 9곳까지 확대한다[서울25]",Social
고유가 속 주유소에 늘어선 차량...새치기 시비에 흉기까지,Social
"경찰, 장세일 영광군수 딸 금품수수 의혹 수사(종합)",Social
"기후부 장관 ""쓰레기 종량제 봉투 부족하면 일반 봉투에 버리게 할 것""",Social
"오세훈, 광화문 '감사의정원' 석재 기증국 외교단 초청",Social
"송전탑건설백지화 전북대책위 ""새만금-신서산 송전선 입지선정 중단하라""",Social
"“대구, 익숙한 정치와 결별할 시간”…김부겸의 승부수",Social
"이근안을 조사한 사람입니다, 그에게 들은 충격적인 말",Social
'응시자가 채점하는 격' 환경영향평가부터 고쳐야,Social
"한양여대서 하루에 2번 화재, 100여 명 대피…방화 가능성",Social
"결선 앞둔 민주 충북지사 후보 경선, 합종연횡 본격화",Social
"하이그라운드 '500만 달러' 차용증, 감사 직전 급조 정황",Social
뇌물 혐의·‘처녀 수입’·군민 욕설…김희수 진도군수 해외 출장도 논란,Social
국민의힘 영월 일부 책임당원 등 공정한 군수 후보 경선 요구 기자회견,Social
"경찰, '50억대 닭고기 납품 사기' 4명 입건…도계업체 압수수색",Social
"'李 대통령 막말' 김미나 창원시 의원, 불구속 기소",Social
"""부산 사하 해상풍력, 가덕신공항 항공기와 충돌위험""",Social
벚꽃 절정인데… 동촌유원지 선착장 '토사 포대·데크 잔해' 방치,Social
‘원주민 후손’ 아니면 가입 불가…어촌계 정관에 인권위 “차별”,Social
"고대의료원, 동탄에 '고대병원’ 건립…""2035년 ‘AI 네이티브’ 미래병원 선보일 것""",Social
"[단독] '채용연계' 인턴 25% 돌연 종료... 대웅 ""진로 모색"" vs 문건 '부당해고 소지'",Social
주유 대란 와중 '새치기' 차주에 흉기 위협… 30대 남성 체포,Social
"""민간유람선 사고를 한강버스로 둔갑""… 서울시 ""법적 대응 검토""",Social
경기 남양주에 1000병상 중앙대 병원 유치,Social
“확률상 불가능” 복권 잘 안 사던 수학 강사…1등 ‘5억’ 당첨됐다,Social
달리는 트럭서 맥주병 수백개 '와르르'…1시간 넘게 정체,Social
“종량제봉투 부족하면 일반 봉투 허용할 것”,Social
"한양여대 화재에 100여명 대피…경찰, 용의자 신병 확보",Social
게임 아이템 2000만 원 상당 빼돌린 40대 실형,Social
"'이 대통령·김현지, 자식 나눈 사이?' 막말 김미나 창원시의원 재판행",Social
"기후장관 ""쓰레기 봉투 부족 시 일반 봉투에 버리게 허용""",Social
'미라' 된 동거녀 곁에서 3년6개월 지낸 30대…1심 징역 27년,Social
